RD|I|TT|577|1011|44201|1|1|008|087|20180701|00:00|48.1|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|01:00|48.3|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|02:00|51.4|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|03:00|52.1|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|04:00|52.4|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|05:00|53.1|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|06:00|53.9|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|07:00|49|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|08:00|50.8|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|09:00|47.4|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|10:00|47.2|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|11:00|47|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|12:00|50.8|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|13:00|58.2|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|14:00|63|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|15:00|68.1|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|16:00|62.7|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|17:00|60.8|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|18:00|59.3|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|19:00|55|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|20:00|51.5|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|21:00|47.8|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|22:00|46.3|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180701|23:00|44.1|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180702|00:00|49.8|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180702|01:00|55.3|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180702|02:00|54.7|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180702|03:00|56.8|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180702|04:00|59.9|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180702|05:00|61.3|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180702|06:00|60.4|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180702|07:00|58.5|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180702|08:00|59.7|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180702|09:00|66.4|||||||||||||||
RD|I|TT|577|1011|44201|1|1|008|087|20180702|10:00|66.7|||||||||||||||
